TIC_ID,Teff,Tmag,r_est,Obs,a_RV,a_EA,a_EM,Per_RV,Per_EA,Per_EM,Elat,Glat,Gaia_ID,RA,Dec,asep_RV,asep_EA,asep_EM,Ttime,TWOMASS,HZ_flag,JWST_flag,Earth_flag,S1_flag,S2_flag,S3_flag,S4_flag,S5_flag,S6_flag,
370955883,3193,9.66,6.501502552,69.417,0.054,0.065,0.155,10.76,14.55,52.8,-69.4958,-11.9697,5243594081269535872,145.6931,-68.885,8.31,10.0,23.84,0.024,09424635-6853060,0,0,1,0,0,0,0,0,0,
144370079,3054,10.02,6.672393405,26.892,0.042,0.051,0.124,8.25,11.13,41.93,-31.1379,24.4236,6153483658836320384,189.7046,-38.3816,6.29,7.64,18.58,0.017,12384914-3822527,0,0,1,0,0,0,0,0,0,
334415465,3049,10.25,6.872841272,23.301,0.039,0.048,0.116,7.75,10.45,39.46,-10.9414,21.855,3098328216938651264,122.9898,8.773,5.67,6.98,16.88,0.011,08115757+0846220,0,0,1,0,0,0,0,0,0,
407688400,3234,9.49,7.038231283,34.29,0.053,0.064,0.151,10.78,14.59,52.38,47.7039,-11.6115,1952802469918554368,326.5919,38.218,7.53,9.09,21.45,0.023,21462206+3813047,0,0,1,0,0,0,0,0,0,
219085795,3293,9.02,7.428176178,59.13,0.079,0.096,0.224,15.04,20.39,72.08,66.1175,36.2843,1355264565043431040,257.3814,43.6814,10.64,12.92,30.16,0.066,17093153+4340531,0,0,1,0,0,0,0,0,0,
92923185,2860,10.89,7.620331633,26.811,0.033,0.041,0.102,6.17,8.29,33.13,30.5467,4.1929,4286249341336984576,282.0731,7.6892,4.33,5.38,13.39,0.011,18481752+0741210,0,0,1,0,0,0,0,0,0,
406857100,3112,10.39,7.645191286,293.058,0.039,0.048,0.114,7.84,10.59,39.26,88.0663,27.9002,2257597439718033536,274.7385,66.1926,5.1,6.28,14.91,0.01,18185725+6611332,1,1,1,0,0,0,0,0,0,
233068870,3120,10.25,7.781126632,302.643,0.05,0.061,0.147,9.88,13.35,49.4,87.6894,29.5388,2161121135533953536,270.5693,64.2623,6.43,7.84,18.89,0.024,18021660+6415445,1,1,1,0,0,0,0,0,0,
162673762,3417,8.14,7.842899176,64.314,0.111,0.136,0.31,20.8,28.31,97.04,67.9947,44.0422,1411178510887026048,246.0389,48.3529,14.15,17.34,39.53,0.198,16240913+4821112,0,0,1,0,0,0,0,0,0,
123480394,3059,10.46,7.993210014,51.597,0.043,0.052,0.126,8.23,11.1,41.78,-62.7462,-9.9757,5535361753834861312,115.0492,-42.9612,5.38,6.51,15.76,0.017,07401183-4257406,0,0,1,0,0,0,0,0,1,
11893637,2946,10.42,8.036251354,31.266,0.046,0.056,0.139,8.54,11.49,44.71,42.4879,65.7206,786834302079285632,177.7405,48.3774,5.72,6.97,17.3,0.02,11505787+4822395,0,0,1,0,0,0,0,0,0,
467254810,3436,8.22,8.07862251,132.624,0.112,0.137,0.311,21.07,28.7,97.93,74.8893,15.0586,2246206567973292160,307.6335,65.4496,13.86,16.96,38.5,0.163,20303207+6526586,0,0,1,0,0,0,0,0,0,
393018418,2921,11.49,8.636607308,25.785,0.029,0.036,0.088,5.47,7.36,28.87,27.5303,48.5539,1165479168642900992,232.6264,9.4337,3.36,4.17,10.19,0.005,15303032+0926014,0,0,0,0,0,0,0,0,0,
160329609,3011,9.65,8.66336148,44.037,0.038,0.046,0.112,7.28,9.81,37.42,-57.9913,-23.9896,2886233695250041216,91.2173,-34.56,4.39,5.31,12.93,0.011,06045215-3433360,0,0,1,1,1,1,1,1,1,
142086813,3370,8.94,8.835910828,339.147,0.092,0.113,0.258,17.52,23.82,82.58,-80.5543,-27.3042,5260759175761502976,98.4449,-75.6249,10.41,12.79,29.2,0.101,06334690-7537301,1,0,1,0,0,0,0,0,0,
142086812,3412,8.16,8.837861444,339.147,0.123,0.151,0.343,22.67,30.85,105.89,-80.551,-27.3081,5260759175761501696,98.4302,-75.6299,13.92,17.09,38.81,0.217,06334337-7537482,1,0,1,1,1,1,1,1,1,
252933112,2907,10.51,9.114256729,26.568,0.045,0.055,0.137,8.21,11.04,43.47,29.8763,23.0859,981548637301374336,105.9822,52.7018,4.94,6.03,15.03,0.02,07035565+5242075,0,0,1,0,0,0,0,0,0,
362144730,2827,11.85,9.470383848,23.112,0.026,0.031,0.079,4.83,6.49,26.21,9.0538,3.2972,4147112604476417792,271.4361,-14.3785,2.75,3.27,8.34,0.005,18054470-1422425,0,0,0,0,0,0,0,0,0,
452465896,3108,10.11,9.509506989,80.838,0.057,0.07,0.167,10.86,14.67,54.46,-72.098,-19.5295,5203276810942065536,139.2722,-77.8232,5.99,7.36,17.56,0.034,09170532-7749233,0,0,1,0,0,0,0,0,0,
467119250,2972,11.26,9.531140492,25.515,0.035,0.043,0.106,6.81,9.17,35.41,26.4273,13.1213,970354749937140736,90.6216,49.8656,3.67,4.51,11.12,0.01,06022918+4951561,0,0,0,0,0,0,0,0,0,
340807280,2899,10.62,9.531247324,27.0,0.043,0.052,0.13,7.86,10.57,41.72,32.5617,-15.7386,1810616448010879488,310.1411,15.4997,4.51,5.46,13.64,0.019,20403364+1529572,0,0,1,0,0,0,0,0,0,
352617553,3058,10.82,9.583408511,78.975,0.044,0.054,0.13,8.6,11.59,43.65,71.7262,11.7035,2188318517720321664,306.522,58.5729,4.59,5.63,13.57,0.017,20260528+5834224,0,0,1,0,0,0,0,0,0,
268633473,2926,11.35,9.770274236,24.867,0.037,0.045,0.113,7.06,9.51,37.2,-23.0191,-80.4777,2358022227591374336,16.2237,-18.1248,3.79,4.61,11.57,0.011,01045368-1807292,0,0,0,1,1,0,0,0,0,
471016687,3002,11.27,9.770274236,24.867,0.039,0.048,0.117,7.62,10.27,39.28,-23.0191,-80.4774,2358022227591374336,16.2242,-18.1246,3.99,4.91,11.98,0.011,01045368-1807292,0,0,1,1,0,0,0,0,0,
52183206,3055,10.44,9.83613542,35.613,0.056,0.069,0.166,10.48,14.13,53.26,49.6836,-0.4744,522864272037653504,15.8326,62.3655,5.69,7.01,16.88,0.035,01031971+6221557,0,0,1,0,0,0,0,0,0,
274626553,3142,10.51,9.910502201,94.5,0.05,0.062,0.147,10.0,13.52,49.72,73.2747,37.4825,1412645602995521920,255.8495,51.4063,5.05,6.26,14.83,0.024,17032384+5124219,0,0,1,0,0,0,0,0,0,
317177580,2990,10.9,9.929312058,34.29,0.043,0.053,0.129,8.23,11.09,42.57,47.7309,13.1436,4535928365908541440,280.2909,24.7888,4.33,5.34,12.99,0.018,18410981+2447195,0,0,1,0,0,0,0,0,0,
17299996,2980,10.39,10.0524072,25.65,0.051,0.062,0.153,9.39,12.64,48.69,27.0181,60.8345,751975660302006784,160.4077,37.6109,5.07,6.17,15.22,0.028,10413809+3736397,0,0,1,0,0,0,0,0,0,
201878287,3051,11.07,10.06460418,60.318,0.041,0.05,0.121,8.07,10.88,41.05,-66.6083,-52.9559,4725889546721486976,39.1352,-59.4682,4.07,4.97,12.02,0.016,02363244-5928057,0,0,1,0,1,1,0,0,0,
419692115,3166,10.55,10.18282436,32.643,0.055,0.068,0.161,10.64,14.39,52.58,-45.021,7.7492,6073573215330461952,191.4689,-55.1139,5.4,6.68,15.81,0.031,12455254-5506502,0,0,1,0,0,0,0,0,0,
395665737,3146,10.56,10.25848741,29.349,0.054,0.067,0.158,10.67,14.43,53.0,39.7926,4.0341,4514347014274847744,287.4619,17.6684,5.26,6.53,15.4,0.026,19095098+1740074,0,0,1,0,0,0,0,0,0,
237314211,3388,10.51,10.38946551,34.344,0.058,0.071,0.162,12.35,16.8,58.01,-47.7909,-51.6753,6491249026683800832,344.1028,-60.0636,5.58,6.83,15.59,0.028,22562466-6003490,0,0,1,1,0,0,0,0,0,
287201692,3112,10.85,10.46141364,32.373,0.044,0.054,0.13,8.88,11.99,44.48,44.5445,35.9354,4566158991430299520,252.7414,22.4516,4.21,5.16,12.43,0.017,16505794+2227058,0,0,1,0,0,0,0,0,0,
362253884,3133,10.3,10.48279396,61.857,0.058,0.071,0.169,11.17,15.08,55.62,-67.1563,-8.0329,5249863805819472640,145.7067,-63.6322,5.53,6.77,16.12,0.034,09424960-6337560,0,0,1,0,0,0,0,0,0,
24923308,3063,11.24,10.57940584,23.787,0.039,0.048,0.115,7.71,10.4,39.1,-16.3821,-64.6531,2467732906559754496,27.7669,-6.118,3.69,4.54,10.87,0.011,01510405-0607047,0,0,1,0,0,0,0,0,0,
385368233,2946,10.72,10.61275217,31.239,0.047,0.058,0.143,8.73,11.75,45.71,42.4669,3.0457,4516795626642787456,290.4113,20.8676,4.43,5.47,13.47,0.02,19213867+2052028,0,0,1,0,0,0,0,0,0,
307210830,3469,9.39,10.61937732,207.387,0.092,0.113,0.255,18.26,24.9,84.32,-76.8138,-17.5929,5271055243163629056,124.5319,-68.313,8.66,10.64,24.01,0.094,08180763-6818468,1,0,1,0,1,0,0,1,1,
420130591,2983,11.82,10.62668077,340.956,0.035,0.042,0.104,6.65,8.96,34.47,78.8354,24.1963,2289304297045379456,291.0679,75.5533,3.29,3.95,9.79,0.01,19241634+7533121,1,0,0,0,0,0,0,0,0,
230073588,3484,8.35,10.76118266,339.957,0.135,0.167,0.375,25.45,34.72,117.16,79.9264,39.4588,1642642957122493824,244.1888,67.2562,12.55,15.52,34.85,0.273,16164537+6715224,1,0,1,0,0,0,0,0,0,
230073581,3880,6.96,10.76433131,339.957,0.236,0.293,0.623,51.24,70.99,219.91,79.9198,39.4701,1642641410934267008,244.1781,67.2388,21.92,27.22,57.88,1.1,16164280+6714196,0,0,1,0,0,0,0,0,0,
243800364,3071,11.18,10.80552157,24.165,0.044,0.054,0.129,8.46,11.41,42.8,18.4454,-17.8359,4223813264304668288,302.326,-1.2273,4.07,5.0,11.94,0.017,20091824-0113377,0,0,1,0,0,0,0,0,0,
289527642,3355,10.31,10.88335402,52.38,0.086,0.106,0.243,16.66,22.64,78.79,63.1212,20.1072,2110165780975185792,278.6527,40.124,7.9,9.74,22.33,0.083,18343664+4007266,0,0,1,0,0,0,0,0,0,
272232401,3400,8.92,10.88635861,215.946,0.109,0.134,0.306,20.41,27.77,95.6,-76.9527,-23.1224,5213167330349528064,117.3028,-76.7018,10.01,12.31,28.11,0.156,07491271-7642065,1,0,1,1,1,1,1,1,1,
219004642,3612,8.67,10.92817609,74.088,0.128,0.157,0.347,25.1,34.4,112.74,70.6585,47.4305,1669449084967071872,220.5899,66.0557,11.71,14.37,31.75,0.21,14422164+6603208,0,0,1,0,0,0,0,0,0,
390531051,2952,11.83,10.97285484,24.516,0.033,0.04,0.099,6.35,8.55,33.2,-20.8017,35.8272,3496355755520065408,189.9017,-26.9698,3.01,3.65,9.02,0.01,12393641-2658111,0,0,0,0,0,0,0,0,0,
220433364,3267,9.38,11.08718038,202.851,0.092,0.113,0.263,16.83,22.81,81.15,-76.7244,-38.552,4776266798684508928,73.3772,-55.8588,8.3,10.19,23.72,0.109,04533054-5551318,1,0,1,1,1,1,1,1,1,
220433363,3509,8.59,11.09229412,202.851,0.128,0.158,0.354,24.39,33.3,111.71,-76.7265,-38.5503,4776266794388393472,73.38,-55.8603,11.54,14.24,31.91,0.228,04533119-5551372,0,0,1,0,1,1,1,1,1,
252110114,3016,11.66,11.11560281,31.536,0.036,0.044,0.108,7.08,9.54,36.34,42.9825,-8.657,411311395692644224,15.4979,54.1827,3.24,3.96,9.72,0.01,01015952+5410577,0,0,0,0,0,0,0,0,0,
231917352,3353,9.69,11.18336477,60.831,0.085,0.105,0.24,16.45,22.35,77.81,-66.7968,-25.2871,5571142580908768384,92.7204,-43.4049,7.6,9.39,21.46,0.082,06105288-4324178,0,0,1,0,0,0,0,0,1,
349374765,3229,10.06,11.20766905,339.552,0.065,0.079,0.186,12.43,16.83,60.47,-80.2731,-20.4895,5292028393100840320,110.2168,-62.1699,5.8,7.05,16.6,0.04,07205204-6210118,1,0,1,1,1,1,1,0,1,
400019820,2967,11.02,11.21027534,27.702,0.047,0.057,0.141,8.75,11.79,45.58,34.7569,53.6004,1208695640675619584,230.9631,17.4659,4.19,5.08,12.58,0.02,15235112+1727569,0,0,1,0,0,0,0,0,0,
255932726,3008,11.46,11.25002851,49.383,0.045,0.055,0.134,8.6,11.59,44.27,61.5053,43.2112,1332966881549315456,247.8283,40.8644,4.0,4.89,11.91,0.019,16311879+4051516,0,0,0,0,0,0,0,0,0,
76349243,2875,11.2,11.35379254,50.409,0.038,0.047,0.117,7.06,9.5,37.78,62.0975,22.7229,2109049433075667584,274.5142,38.7762,3.35,4.14,10.3,0.012,18180345+3846359,0,0,0,0,0,0,0,0,0,
157757138,3030,11.21,11.48082108,23.787,0.043,0.053,0.128,8.37,11.28,42.8,-16.5616,43.624,3560746351897773952,172.7849,-14.9559,3.75,4.62,11.15,0.018,11310835-1457201,0,0,0,0,0,0,0,0,0,
471012447,3030,11.21,11.48082108,23.787,0.043,0.053,0.128,8.37,11.28,42.8,-16.5614,43.6243,3560746351897773952,172.7848,-14.9556,3.75,4.62,11.15,0.018,11310835-1457201,0,0,0,0,0,0,0,0,0,
77957301,3273,9.02,11.59912739,44.334,0.072,0.088,0.204,13.77,18.67,66.33,-58.1913,-33.606,4822636399484228224,79.3455,-35.3652,6.21,7.59,17.59,0.055,05172292-3521545,0,0,1,0,0,0,1,0,1,
276834958,3133,9.57,11.64649535,41.526,0.051,0.062,0.149,9.84,13.29,49.02,-55.5597,-24.7046,6364795328246346112,272.8136,-78.9897,4.38,5.32,12.79,0.024,18111528-7859227,0,0,1,0,0,0,0,0,0,
238950307,3315,10.71,11.65769734,82.107,0.079,0.097,0.223,15.18,20.6,72.4,-72.3236,-24.9305,5550620058937466880,95.2777,-49.0939,6.78,8.32,19.13,0.065,06210665-4905379,0,0,1,0,1,1,0,1,1,
381949148,4049,7.36,11.69396221,340.848,0.234,0.292,0.608,52.61,73.44,220.2,-79.03,-36.6696,4763897739549071744,76.4474,-57.5538,20.01,24.97,51.99,0.951,05054736-5733138,0,0,1,0,0,0,0,1,0,
220526731,3436,9.12,11.74077848,73.467,0.108,0.132,0.3,20.4,27.79,94.85,-70.5372,-48.56,4721111481504251264,43.0924,-63.6798,9.2,11.24,25.55,0.142,02522213-6340475,0,0,1,0,0,1,1,0,0,
245914064,2970,11.98,11.91501958,22.869,0.033,0.04,0.098,6.22,8.38,32.37,-5.8338,-19.7162,3310083401849536384,69.8818,16.2619,2.77,3.36,8.22,0.01,04393163+1615447,0,0,0,0,0,0,1,1,1,
348922687,3411,10.9,11.91726774,29.997,0.047,0.058,0.133,10.45,14.22,48.81,41.4303,8.7215,4518262684390915200,282.477,18.6747,3.94,4.87,11.16,0.014,18495449+1840295,0,0,1,0,0,0,0,0,0,
273589987,3243,10.39,11.97456674,57.024,0.069,0.084,0.197,13.33,18.06,64.67,65.1815,9.95,2080285727861817088,297.7889,46.4834,5.76,7.01,16.45,0.049,19510930+4628598,0,0,1,0,0,0,0,0,0,
11974826,3153,10.96,12.01082364,31.563,0.054,0.066,0.156,10.32,13.95,51.16,-43.0492,15.5492,5439029627401396096,146.4934,-32.8916,4.5,5.5,12.99,0.025,09455843-3253299,0,0,1,0,0,0,0,0,0,
84649454,3239,10.73,12.08166928,31.374,0.056,0.068,0.16,11.36,15.38,55.13,42.7124,9.7437,476809509515283712,63.0709,64.7321,4.64,5.63,13.24,0.03,04121693+6443560,0,0,1,1,1,1,1,0,1,
428681517,2876,11.86,12.08718043,39.987,0.038,0.046,0.115,6.97,9.38,37.28,53.0016,13.5204,547381594623756416,47.7429,73.7721,3.14,3.81,9.51,0.012,03105861+7346189,0,0,0,1,1,0,0,1,1,
3127674,3245,11.65,12.13431906,40.527,0.067,0.082,0.192,12.92,17.49,62.61,-53.6833,4.9348,5427791278545931264,138.5728,-41.5773,5.52,6.76,15.82,0.047,09141746-4134383,0,0,0,0,0,0,0,0,0,
137025855,3111,11.38,12.18583666,35.505,0.048,0.059,0.141,9.54,12.88,47.78,49.4504,69.0492,1554433777791815808,197.5526,47.7552,3.94,4.84,11.57,0.018,13101268+4745190,0,0,0,0,0,0,0,0,0,
75627178,2863,11.74,12.20873105,48.438,0.029,0.035,0.089,5.31,7.14,28.49,60.9541,25.2438,4609689240889873280,270.6928,37.5175,2.38,2.87,7.29,0.005,18024624+3731048,0,0,0,0,0,0,0,0,0,
357466066,3291,9.31,12.22952896,56.133,0.075,0.092,0.213,14.39,19.52,69.02,-64.7961,-19.6255,5783027130236367744,185.1407,-82.4327,6.13,7.52,17.42,0.057,12203376-8225577,0,0,1,0,0,0,0,0,0,
55003990,2877,11.68,12.28097855,23.733,0.039,0.047,0.118,7.11,9.57,38.01,-16.036,42.1625,3762231926405726720,160.7622,-9.2114,3.18,3.83,9.61,0.017,10430293-0912410,0,0,0,1,0,0,1,0,1,
206402318,3193,11.42,12.281282,63.774,0.059,0.073,0.171,11.4,15.42,55.96,-67.8138,-49.8965,4733113441195646592,54.733,-52.5696,4.8,5.94,13.92,0.032,03385590-5234107,0,0,0,0,0,1,1,0,0,
273864083,3454,9.62,12.30468634,63.45,0.112,0.138,0.312,21.27,28.99,98.52,-67.712,-48.8524,4698037645878876800,31.8468,-66.5699,9.1,11.22,25.36,0.161,02072345-6634113,0,0,1,1,1,1,1,0,0,
238176832,3297,10.24,12.342302,46.467,0.076,0.093,0.215,14.54,19.72,69.64,-59.7095,-45.4224,6386280060329151616,358.355,-70.9447,6.16,7.54,17.42,0.064,23532520-7056410,0,0,1,1,0,0,0,0,0,
234526939,3209,11.07,12.46534793,49.545,0.061,0.075,0.177,11.77,15.92,57.53,-61.6186,-51.7016,4705628051386514304,16.0289,-65.3742,4.89,6.02,14.2,0.039,01040695-6522272,0,0,0,0,1,0,0,0,0,
369327947,3194,10.27,12.48138934,46.116,0.07,0.085,0.202,13.15,17.79,64.52,-59.4719,-27.835,6347643496607835520,290.2261,-82.5545,5.61,6.81,16.18,0.051,19205439-8233170,0,0,1,0,0,0,0,0,0,
157853745,3286,10.82,12.48652227,51.138,0.054,0.066,0.154,11.21,15.2,53.82,62.5112,18.6993,2098413719661573248,280.4059,39.7034,4.32,5.29,12.33,0.023,18413741+3942123,0,0,1,0,0,0,0,0,0,
155970640,3465,9.78,12.51237817,47.223,0.086,0.106,0.238,17.28,23.56,79.86,60.2165,52.417,1391241478857408768,235.0151,43.4943,6.87,8.47,19.02,0.076,15400352+4329396,0,0,1,0,0,0,0,0,0,
15615674,2809,11.61,12.52081725,24.381,0.037,0.045,0.113,6.59,8.86,35.98,19.8121,-34.2751,308256610357824640,16.4068,28.4927,2.96,3.59,9.02,0.012,01053732+2829339,0,0,0,0,0,0,0,0,0,
365369408,2914,11.89,12.57284825,22.977,0.034,0.041,0.103,6.39,8.6,33.78,-7.351,-40.0788,14912165107085184,47.2507,10.0238,2.7,3.26,8.19,0.011,03090015+1001257,0,0,0,1,1,1,0,0,0,
119578910,2847,11.79,12.66485682,34.263,0.041,0.049,0.125,7.34,9.87,39.59,47.6384,-12.4346,1958030617647715328,332.8507,40.9997,3.24,3.87,9.87,0.013,22112417+4059587,0,0,0,0,0,0,0,0,0,
401834404,3180,11.49,12.72107011,57.564,0.057,0.07,0.166,11.0,14.87,54.14,-65.4201,-31.8788,6343965492773694464,352.6591,-84.9219,4.48,5.5,13.05,0.031,23303802-8455189,0,0,0,0,0,0,0,0,0,
259901346,3036,11.64,12.73809558,81.999,0.04,0.049,0.119,7.76,10.47,39.66,-72.3178,-43.7522,4646616923022587136,41.5094,-70.4017,3.14,3.85,9.34,0.011,02460224-7024062,1,0,0,1,1,1,0,0,0,
432484802,3164,11.29,12.8178495,26.514,0.045,0.055,0.13,9.11,12.31,45.02,29.7092,-29.7821,2868199402451064064,355.7197,30.8227,3.51,4.29,10.14,0.016,23425274+3049219,0,0,1,0,0,0,0,0,0,
359185852,3194,11.05,12.84655691,27.189,0.049,0.059,0.14,9.9,13.39,48.57,33.2726,85.5877,1461125613285603840,197.3957,28.9851,3.81,4.59,10.9,0.022,13093495+2859065,0,0,1,0,0,0,0,0,0,
449046160,3190,11.94,12.85531694,37.314,0.059,0.072,0.17,11.25,15.22,55.27,-51.871,-8.8635,5846275093531511936,215.5811,-70.3936,4.59,5.6,13.22,0.032,14221943-7023371,0,0,0,0,0,0,0,0,0,
288314668,3217,11.19,12.86374668,119.259,0.054,0.066,0.155,10.9,14.76,53.2,74.3802,29.5785,1710948192852697600,262.8215,82.0889,4.2,5.13,12.05,0.024,17311725+8205198,1,0,1,0,0,0,0,0,0,
331681541,3068,11.18,12.86538937,41.337,0.047,0.057,0.139,9.13,12.32,46.24,-55.0392,-31.8478,6363251682639715968,307.0155,-76.6711,3.65,4.43,10.8,0.018,20280382-7640164,0,0,1,0,0,0,0,0,0,
33937232,3029,11.13,12.88987824,29.349,0.039,0.048,0.117,7.57,10.21,38.74,-39.8144,-15.2744,2944727125434832768,93.7999,-16.4377,3.03,3.72,9.08,0.011,06151198-1626152,0,0,1,0,0,0,0,0,1,
342888849,3153,10.29,12.90046236,76.896,0.054,0.066,0.156,10.32,13.95,51.16,-71.2918,-11.4485,5315595737654226304,125.6977,-57.4481,4.19,5.12,12.09,0.025,08224744-5726530,0,0,1,0,0,0,0,0,0,
342888854,3253,11.94,12.90682159,76.815,0.068,0.084,0.195,13.1,17.75,63.38,-71.2896,-11.4465,5315595737654226560,125.6995,-57.4459,5.27,6.51,15.11,0.047,08224787-5726451,0,0,0,0,0,0,0,0,0,
155113423,3192,10.96,12.90828021,32.508,0.054,0.065,0.155,10.72,14.5,52.61,44.7621,-14.9814,1934862945577481344,345.7187,43.6377,4.18,5.04,12.01,0.024,23025250+4338157,0,0,1,0,0,0,0,0,0,
103803629,3149,9.63,12.92472583,40.716,0.082,0.101,0.239,14.62,19.76,72.54,53.9735,43.3125,1073206263054159104,158.8624,69.4497,6.34,7.81,18.49,0.084,10352725+6926594,0,0,1,0,0,0,0,0,0,
289972535,3301,10.28,13.09220139,47.871,0.07,0.086,0.199,13.87,18.81,66.37,60.6082,28.7773,1148885991992198016,118.9748,83.3847,5.35,6.57,15.2,0.047,07555396+8323049,0,0,1,1,0,0,0,1,1,
289706625,3010,10.37,13.12278386,25.137,0.038,0.046,0.112,7.3,9.83,37.54,-24.3447,29.9647,5690846274384548864,146.2258,-12.3484,2.9,3.51,8.53,0.011,09445422-1220544,0,0,1,0,0,0,0,0,0,
371493573,3165,11.01,13.1556795,28.431,0.05,0.062,0.146,10.09,13.64,49.86,36.9107,51.1822,848178083009862656,152.3749,51.2888,3.8,4.71,11.1,0.024,10092996+5117197,0,0,1,0,0,0,0,0,0,
278779899,3778,8.08,13.17180326,341.658,0.185,0.23,0.495,37.94,52.34,165.53,-78.0808,-23.7143,5497072086021346688,99.9068,-55.6097,14.05,17.46,37.58,0.559,06393764-5536349,1,0,1,1,1,1,1,1,1,
219463771,3302,10.21,13.24518628,69.471,0.071,0.087,0.202,14.05,19.06,67.24,69.5086,38.9923,1714831771000745344,208.4117,77.619,5.36,6.57,15.25,0.055,13533877+7737083,0,0,1,0,0,0,0,0,0,
170636897,3166,10.99,13.39913569,37.071,0.055,0.068,0.161,10.64,14.39,52.58,-51.5779,-43.254,4884761177275202176,66.636,-30.8005,4.1,5.07,12.02,0.031,04263264-3048013,0,0,1,1,1,1,1,1,1,
229152539,3179,10.84,13.41366114,40.689,0.057,0.07,0.166,11.01,14.89,54.24,-53.9441,-65.8629,4941774600386872960,28.2149,-48.0948,4.25,5.22,12.38,0.031,01525159-4805413,0,0,1,0,1,0,0,0,0,
