source_id,l,b,parallax,dist_pc,ruwe,phot_g_mean_mag,distance_gspphot
2146945029037813760,84.45844234247168,22.510956977498633,22.68723615208642,44.077647594285544,4.4519196,13.785458,--
2147099162527932544,82.3337078711958,22.77815702857905,16.65641908912168,60.03691397589178,1.0136973,11.783135,60.1939
2147389163016665088,83.07069187986278,23.89263203010553,11.072116153835411,90.31697158032408,5.1316886,12.793674,87.7723
2147866415485427328,84.96602202493656,23.370821244308846,11.388083302517638,87.81108931464556,1.0272939,11.873407,--
2147954002755393024,84.55081097876348,24.106469041205493,27.197990720831907,36.767421912312976,0.9441742,11.071869,--
2147999151451813504,85.22950376619212,24.24252516605799,30.543252581511585,32.74045543549344,1.2271379,13.293085,32.7391
2148096630029284480,85.47940726236612,24.154894841443564,13.879376961879,72.04934362303099,1.000669,11.81085,72.3208
2148137135864023808,85.98904439840724,24.43787544315398,28.026083963117426,35.68104631799465,1.1660333,10.391071,35.7343
2148210184668793856,86.36326429195991,24.863734789495496,8.198636131498805,121.97150647508838,1.2578728,12.215708,121.7289
2148587523314555520,80.98025747310365,26.507257123545596,10.203272234947148,98.00777407221457,56.475548,12.7767,98.0011
2148720156201494016,81.8843746579421,26.36652067232985,13.286680112568716,75.26334581157232,2.0399606,12.792235,--
2148746544480799744,82.1047995605522,26.393807133899678,8.393331859038213,119.1421972578348,1.1038038,12.696767,--
2148746544480799872,82.10601378991902,26.396193980066762,8.402022717029064,119.01895932430871,1.0369694,12.725344,119.0469
2149018055133379584,83.0950036165869,25.59471579718834,8.473869132920267,118.00984701487592,1.1791478,12.894143,--
2149085262781212160,82.465563556851,26.26992412998446,10.758268973202975,92.9517566897454,1.1286931,12.886076,--
2149425080593754624,81.77999106262061,27.397405912350496,18.94999558908711,52.77046083197393,1.265302,12.771655,--
2149668480684834688,82.3514833241665,28.00501437339223,16.19293757980336,61.75531740746348,1.163417,13.166399,--
2149810528139218176,83.26229554690264,28.17163749105554,16.159505524890125,61.8830816611141,1.3800064,12.744585,--
2149835026632789120,83.67755468066049,28.614153271222055,5.4778911744270635,182.55200188503028,1.1597961,12.587543,184.4037
2150456143325997568,85.4144420723615,29.290458939046953,11.049942939484756,90.4982048754931,1.0281868,12.478376,90.8093
2150850112086386816,84.69623479618176,26.866121076808195,25.419400292772863,39.340031176279,1.0171334,10.171951,39.3157
2151306001391689088,86.93825795506203,25.996541699601977,7.306439182966559,136.8655750028402,2.5185442,12.304832,135.6639
2151855340592028160,86.43110895454797,27.99751614790805,8.273013042186237,120.87494542807329,0.9553504,11.587701,119.6893
2152484604840257280,87.59422951284407,28.54217748023119,7.269082279341752,137.56894771186361,20.447662,12.366942,--
2152603562550902656,88.11271196149264,28.94389727326472,4.633273455868449,215.8301273440729,2.7942889,12.787951,--
2152884762650920704,85.55228685176013,21.14857093815287,16.652416707890655,60.05134375037321,1.1892455,12.917386,--
2153089026998231168,85.63119415620444,22.48692061561264,38.971985565676924,25.65945731234981,1.1968772,12.486547,--
2153090332668010752,85.35800140319857,22.542715177091264,7.434905124956678,134.50070756697474,1.6727397,12.33766,132.8685
2153250036731921024,86.5608381568496,22.395953163542906,9.198514473181781,108.71320612860855,1.0069938,11.629348,108.1056
2153694518605386752,87.60112532479484,22.895236771705964,15.329546531105434,65.23350171975953,1.3347151,12.869589,--
2154194280999227392,86.89030986280633,24.4107167459782,17.11971395595481,58.41219091468327,1.412156,12.495397,--
2154574196626168704,88.30429790421645,23.489928122641892,11.836903964277209,84.48155049816377,1.2017015,12.603878,85.1935
2154861821996560000,89.09858341968919,24.47524468843778,35.80952850213888,27.92552825542706,1.1535434,11.25684,--
2154985757572720768,88.12133462744217,20.936671614506775,20.360233323875143,49.11535069823409,1.2855082,13.246797,--
2155319356272575744,89.2785703082943,22.278523228361763,10.072640895183998,99.2788296938221,1.189664,12.828499,98.4351
2155450369954819456,89.89628927047713,22.24949239125794,22.648288381100006,44.15344697016927,0.8977859,11.029648,44.1289
2155540255030594560,89.6212599607002,21.060759529080812,44.55825388816528,22.442531130368216,1.0102825,11.237576,--
2155617182187265152,90.12514744744867,21.468677612942194,18.489119331654226,54.08586434335754,0.8105288,11.553393,--
2155654874821271680,90.53085644449666,21.594807953352678,23.46726439354241,42.612550965896745,1.0208055,11.486182,--
2155655635032430720,90.51379564033336,21.688600903931608,12.477899566340573,80.14169329408,4.4590387,12.616389,--
2155847637249690112,90.39075959614817,22.380643271778414,6.777410204324233,147.5489855051069,1.0871042,12.583446,146.7529
2156552763503296384,90.72528413175847,24.70542659800732,15.99532218399699,62.51827806260012,1.0073718,11.665662,--
2156652823359435904,91.31984643701065,25.059799453182805,6.471894381256111,154.51426446268934,7.0933013,12.336768,147.6366
2156787612316358144,91.55589684346184,23.950809901882003,41.88682716792562,23.87385408761013,1.0845337,11.503969,23.8848
2157218419012162048,93.19419326135906,25.07243172650587,23.6285762431526,42.32163587468767,5.4482036,12.7012825,--
2157256695760320512,87.14403164619526,25.563091893299557,8.523811720431285,117.31840552074071,1.3798363,12.58503,118.9318
2158450554932751104,88.81264748247112,28.33359923176715,17.85676787907641,56.00117595591001,0.8446684,10.198457,55.9636
2158636960809774336,88.77707264749237,28.670575984157832,7.2093188477261325,138.70935952782926,11.2397995,12.6122675,120.9169
2158781336134901760,89.70472355912605,28.56460844589833,17.076639820555958,58.55952989043271,1.0763569,10.62289,58.5071
2158869644958414592,90.2890906654773,29.402201261240236,27.823755239957926,35.940511673416815,1.2863293,13.106943,--
2158990866114856192,90.20486358688045,28.18608652045845,15.758565210319478,63.45755382254922,1.1286064,13.127039,63.7085
2159014226441523840,90.42478857705342,28.437082558686175,14.229540287396135,70.2763392072303,1.3852315,12.36109,70.7785
2159038656214469376,90.70336764537421,28.325165860823375,21.07495272332356,47.4496912580641,0.91954404,10.547716,47.5688
2159364420895489920,91.72397454835787,28.907154398682625,13.034143101415516,76.72157595779345,1.1074458,11.900949,76.7298
2159371228418595456,91.68744164398232,28.644457252212323,8.3845328783069,119.26722865948513,7.2087364,12.8238325,118.5337
2159874285051633280,91.73522822828423,26.968491729161112,14.693683342230113,68.0564550568453,1.213525,12.961292,68.4053
2160172355781952768,92.83833367247804,26.27997495937337,11.416020812690586,87.59619629357655,10.915415,12.236185,--
2160364323641175936,93.06935854738755,26.685457301657525,24.020149025124844,41.631715063633024,1.5633119,12.637304,--
2160473763703687808,93.56538050968814,26.56919706945474,32.931158594562454,30.36637770057439,33.005085,11.109433,--
2160476512482983424,93.59568277355143,26.70890031687428,9.381805087909173,106.58929605015486,1.1689262,11.457431,106.1887
2160518843679386368,93.88081480291828,26.919437285514956,22.655553219583826,44.13928851384586,1.1100702,11.755322,--
2161121135533953536,93.74120126955633,29.537958211299234,128.30565976722806,7.793888452108804,1.4476835,11.758081,7.7782
2164331434639561088,88.87942680222298,-0.8111728874560638,26.264009309732536,38.07491796880511,1.2176446,12.67976,--
2169799164199134464,90.75004355689113,3.5445628575850434,24.49998020982546,40.81635950052566,1.1901845,12.7042265,--
2176602327977607808,94.14464000982272,4.43320563058362,23.51182726258387,42.53178576177169,1.3810297,12.7694025,--
2177580481018646016,96.52448543896809,3.0269503766122994,34.90750300767199,28.64713639873409,1.1785363,13.294673,28.6506
2182372461926257024,90.18496577238902,6.7582582214520315,12.471898662479504,80.1802537899384,7.441454,12.553401,81.7858
2184093094542324480,92.78427738178,8.994485320769252,25.869998152299317,38.65481528498371,1.1335598,13.008458,--
2185710338703934976,88.57998803755345,11.979853647940164,60.29578669601206,16.58490675379379,1.822444,11.170794,--
2188318517720321664,93.74420921511421,11.703825709960824,104.44145826068146,9.574741837710102,1.4186227,12.352267,9.5581
2192213022271586560,97.98225312598788,8.165633995960158,41.35039917891807,24.18356339616272,1.1650163,12.418454,24.2185
2192417084754186368,97.94078318584396,8.68497222013862,17.509365654112386,57.11229177312499,1.0892313,12.425531,--
2194036974619475712,97.30120224269223,9.858919622759197,16.118759630246313,62.0395131473723,2.5591075,12.728885,--
2194392804070784128,95.00238461635102,11.170797595826055,45.78648954687021,21.84050382321473,1.2715124,12.1858225,21.8346
2195084499963457280,97.52662316155835,11.251276773284372,28.334270721340875,35.29295000512639,2.1512578,11.66444,--
2195121604182537472,98.06306988154257,11.310860989560304,18.220194627986373,54.88415576329747,1.2879573,12.56471,--
2195298973450457984,96.98138591370281,12.707477116045004,62.58526645734364,15.978201525778784,1.0942879,11.21446,--
2202663326237018624,101.5535514324216,4.295348953587239,31.45332642556645,31.793139665735396,22.343878,12.505198,--
2206933593176297728,109.95683228194079,1.7537113806468978,42.4092742030153,23.579748033719003,1.1802458,12.977303,--
2211685957313821696,110.12217504544161,5.897875418894637,16.814014728094413,59.47419555480152,1.2342064,12.843565,--
2212083155887912576,113.13632610964449,5.772816299305383,29.694620411894306,33.676133458821575,11.388379,12.92067,--
2212588828156589184,110.9855414587811,6.434935520136324,33.351372174072,29.98377382437714,1.1259838,12.434338,--
2212954759370787456,111.66651701310745,7.693707788109607,23.131922922888645,43.23030140354294,17.524843,12.634543,--
2213428064767263360,113.68200220787486,7.682894935303923,64.92589932533124,15.402174022868618,1.0747944,11.349268,15.4091
2215951134720289792,102.72426781202155,6.46942168597726,40.00711500460137,24.995553912972387,1.1234144,12.1869,--
2217180216916089344,101.67378149675605,8.84454856054283,25.25187581505192,39.601018448060344,1.2985902,13.193503,39.5462
2217223819424989440,102.3252807893661,8.937781709604563,20.854842618316937,47.95049371994271,4.8487554,12.738327,--
2218528012014765184,106.88157992695855,8.208895156895478,15.958759869217946,62.66151055564474,6.2743783,13.534269,--
