gaiadr3.hipparcos2_best_neighbour.original_ext_source_id,gaiadr3.hipparcos2_best_neighbour.SOURCE_ID
4884,2584000312666763520
4885,4988120733484469248
4895,4903231701310901504
4896,4989098577278191744
4904,524291747369324544
4941,2552093417237282688
4948,2476798792247685632
4951,2371933557943708416
4952,404272219170698496
4954,2359218393163305600
4984,2533092962956140032
4989,402552754783480448
4997,4988043149195248640
5006,4983093903762080768
5010,5026330549255876480
5012,411888501857387520
5014,4914639168809376640
5016,411268166842900864
5020,2344954360096585216
5022,4989739764356109696
5027,5034869184758130816
5031,2532372026925699712
5033,2371989014561482496
5041,306637167168935168
5046,5031231347458782336
5047,2475996595437101056
5059,4989845454911372800
5061,2357949075708391680
5073,2577355796397037824
5086,2583325732218819968
5098,4927171642860890624
5106,523376988055456768
5110,2783518418493208832
5113,535157808464815360
5115,2790383013182184064
5124,2584826325072747904
5134,2539111071131525120
5137,2351173369662041728
5158,2351405057377686272
5167,4904130341612569984
5176,2584834502690477312
5179,4704208070775245568
5180,2353087378887720704
5182,2791746338881656960
5183,5026117278359602048
5184,4989871568312361728
5189,2533207140366790272
5199,2788480273951200512
5202,4913737809792773888
5215,2783324526489670144
5224,4928317368337019264
5234,5027334575170643072
5260,5027726757224514176
5264,4913748667470097024
5271,401699258881463168
5273,532818906714893696
5277,306271235955262464
5286,2791782794564103808
5291,2357637913918115328
5301,2475153682334693120
5306,4915001045573627008
5311,4989483646866196352
5320,4981785205749583616
5335,2790914111658905216
5337,4709118073091921920
5359,2583056283150624256
5369,2784924659505377280
5381,4903203526325347712
5382,2577783330329931904
5383,5032808081492838144
5389,5028165118766489088
5395,4984646963936589312
5399,5026481835183797888
5402,4989916579569723904
5407,2584553749268301824
5410,5041018993810217984
5415,5026883668027645824
5418,4691869660525907456
5419,413751040202604160
5422,2583040370296633856
5439,4910128972111805824
5448,2538005065512856448
5460,2468822763101637376
5466,400901971215340032
5474,2532858801339114496
5490,4987897841861528704
5499,5033650925874459392
5514,4705727664563185920
5523,414189058146991616
5529,4704957491028733824
5534,2579772969631487360
5535,307324976116449792
5537,2785168579287958912
5540,2359523365905239040
5565,4690953286304257152
5578,2468607533700284800
5585,2790941633809155072
5600,5014154626209202816
5607,2455911713452662528
5619,4984800070930198528
5621,4983258589987078784
5623,4686358564655057408
5629,2563798783666783872
5632,4988746321240453248
5634,2577953071729078144
5641,4927793382326923264
5644,2471797526170266752
5647,2534953577148438528
5654,4612866451536104192
5663,5040737312674978816
5667,2787157870700471168
5673,2791075946026651776
5676,4927798742446555648
5682,314005922300046848
5700,4686287508715058944
5710,403946351411845120
5728,401012338992091520
5729,4705838474720188672
5730,5026597524422752000
5740,5029516109319667328
5741,2472290519695909120
5752,2564112144480742528
5756,2455702943682327424
5763,2783854903410922496
5765,320890926674194560
5774,2787522702402799872
5777,294781094631368320
5780,4984897755665932288
5790,5033568252048632960
5798,5012889603721467392
5806,2482820714353923072
5811,4928841594865719680
5812,4915139584039259392
5831,5029859672343477504
5845,2483479493617560832
5853,2354423251155668096
5861,4935227283521228800
5881,321863582147946880
5885,5014588383546344832
5889,4634987732133264000
5891,320173564056510720
5892,2355132058197664000
5932,2591674770685223936
5937,5026781623901073664
5938,2468730472844294016
5957,294517800251711616
5963,294921248004975232
5965,294053600186513664
5968,2355160748580039168
5973,2468736210920618368
5977,2787564449484699264
5985,2531792756096759296
5997,2534658839312784512
6005,5013816835621197440
6008,2456487788826106112
6011,5014300311499791104
6012,2454806498108260096
6015,5013842949022373376
6017,2563856714185744384
6022,2481976392502853504
6024,4716409110790423424
6028,2455790835893015168
6031,2591765995790559104
6037,2454812025730108672
6038,2576811435062107392
6041,4915245961789159680
6042,5014745270111928576
6044,5033545235319046528
6067,5028355952753256704
6068,5013008969452872704
6074,4928886743561609088
6088,5039553035572776704
6089,5030506906734463360
6097,2456594647612706432
6100,5041353657661910784
6103,5041644719005955840
6104,4935326583164922368
6110,535905167132423808
6125,5039950539090742656
6134,2580027300414789760
6136,5039635292786468096
6138,5039661646705815552
6143,2591391612081344640
6151,5029207765027248384
6155,4690678270961450752
6157,5030065933852779904
6158,2470359674199171712
6161,4635324423209681920
6176,320695969518430976
6192,293278891165456128
6196,4704690996897889664
6197,5040068191130125056
6199,2470461791341610368
6201,4985465924002779776
6212,2580242839053579136
6214,4983703342440836224
6221,4692216350286122368
6223,4909376287682837120
6225,2353185785178282112
6240,321511188671273088
6251,2586544380710557184
6254,4935354174035299456
6265,2785694725666225536
6271,4910240675621946880
6274,4716436736020048640
6278,323438426396311168
6281,4630653388577131648
6284,2454526397521092608
6298,2580472740063033856
6299,2786408725324749952
6305,2456617393759254400
6309,321918214132135808
6316,2785727333057932672
6337,2472187234322454400
6342,293605068161883776
6344,565471721996476160
6361,5036571331837006720
6372,2578560994284541952
6390,5036553052456200320
6391,2456400137134005504
6405,2786115533677290240
6414,5016175391142088576
6421,5016382168047921280
6422,4930715643715574016
6431,2586715870164766464
6437,2593295141586872704
6450,2353327312940743296
6455,2451580320537911680
6465,410468237774591872
6466,2455517916491653632
6470,4935767483031718912
6482,4983905137184305408
6483,4704814618940885888
6488,5036482237035449472
6496,410026341475537152
6497,2455469125663173888
6498,398265174829845504
6510,2470416986242883200
6511,4984244302162168704
6518,4631840586257254272
6528,2482052258805150976
6551,5016419963760182912
6555,2563225212258801152
6558,2586728480188790144
6566,5036183784052044544
6573,309195146611313792
6599,5009141918338502912
6601,2786520806791439360
6613,2786053067672564736
6619,512687428624997504
6627,5015134291070646656
6630,2559653727909293824
6639,2485808048791094784
6646,2455561896956826112
6653,2559181861327324928
6660,2586434429547657600
6678,296181395704290688
6683,320784235395946368
6703,4692424016248469120
6708,4637912806723701632
6711,396649030176633216
6715,2533902237873886464
6719,5016148487467460480
6723,4929518138113974784
6729,532310416947560192
6744,5029110664406696320
6752,322414398818886656
6755,4712305488581530240
6772,4916890556306664192
6778,372252787005039104
6780,4910677143081452160
6781,4984070682403702144
6795,5037053227167460352
6796,290234480907261312
6807,5040245796617779840
6817,320475856738724352
6826,2482306623948302848
6833,2485124466091903616
6834,2586455629506284672
6838,4909613335517878016
6846,2458927330249861888
6854,5035535248286261632
6884,2485770669691366400
6890,315601794708097280
6895,5036810578695357696
6896,5042302570557008384
6903,320521559486783488
6905,5016532663702291712
6913,575472948481456256
6914,535625307063146112
6916,4630306801896427264
6920,2478691704594163712
6936,5014776709272631552
6938,317266420952930176
6943,396332095949773824
6948,315363544282237824
6950,297220537272117120
6956,2457046649971322368
6959,5044016571745409408
6961,2594042672054825216
6969,2593515284430596864
6972,2566912424502625280
6978,315377872293129344
6987,2458832600451480960
6992,4935842082318522240
6993,5044029491007060608
7017,5008121777706913152
7029,2564857815227178624
7037,406561058780766848
7043,2591834062432348544
7055,2560277288441124480
7060,4917040330405933824
7069,2565279035555414016
7071,2566531997774754432
7076,2476991412940982016
7080,2458621356779915136
7089,2450422573450067840
7090,297159754894750848
7101,4691486583807095040
7104,4934805002336772224
7107,4691126253226821888
7109,2456778884529756032
7111,4915790460563120896
7121,4916002906825472768
7124,2480711954130817408
7126,406567995152364288
7159,5043695308191659648
7167,5009865293910459520
7169,5036764536646024448
7179,406520033253095168
7180,5035278752840268416
7200,5011662067707459584
7204,322858399653317248
7211,4916024897058096128
7215,532097558367421824
7221,407441733236422912
7228,5038698508879942144
7233,2457365989378983808
7239,5009862785649588224
7276,2477891500647336704
7277,2585267297954893440
7284,5043622121948979328
7296,2464666677867444352
7303,2484818733139820800
7311,4698474495593338240
7312,2558951827173941248
7316,5140082792450108672
7317,288865451491519104
7322,4691523829763452672
7333,513339031009154176
7339,532057254394731776
7342,4637746647325787008
7346,572305083684672768
7357,2510183229442059776
7368,2565803227723993088
7373,2457603037213770496
7376,5038962219872444160
7380,4958777482558262144
7389,397066535357182976
7395,4930099470527441280
7396,5042876584345665280
7404,2453895484005571200
7420,348329170627828480
7425,4917653101978108928
7426,4710883343306035200
7427,2480477689434669952
7428,315829599773461760
7429,4912334832955579904
7435,96130477710736000
7437,323051226505021056
7438,4915918656746734720
7441,412783469966211456
7446,2450580353368194688
7448,2558608264149952128
7451,5011501298492049536
7464,2478073779059301888
7469,2450960303354961536
7479,4915828393714024064
7507,5042808208466352768
7523,399364892616246656
7527,2509693774969183744
7528,407272374085267456
7532,2561914426895121152
7534,4959735569502888064
7537,4929981616624796032
7539,5023104341621773184
7543,4712832296386073088
7544,2484461975976363136
7545,4912440248632986752
7562,4955371367334610048
7579,4917781469962449280
7584,5038877007720750336
7586,5037687714096390528
7595,2453482445590548352
7599,4716158250340258944
7621,2587605959187192192
7626,94865180345415552
7646,2510475768254568832
7667,4955495371628696576
7670,512855383330988416
7677,292687456988812544
7687,5035786314894538496
7688,4930210589921655808
7694,2453988358377630720
7696,4633149692289053696
7699,4911275281704066048
7705,348930049435465216
7726,2463806718040084736
7728,319295947619258240
7731,5011533111314398336
7733,301843159033054848
7741,303070695046038400
7747,2560618446283434496
7756,4637848317789872512
7759,2463995460378587904
7764,303504074425923328
7766,4916538609506074624
7774,2562480366145820672
7776,2453982689020814080
7777,2509001117003325568
7789,2479315295190132224
7794,2510703195362755968
7799,2463916604779057920
7814,4688217117258180480
7821,2452295969463717376
7822,5010757753754644224
7823,5021643365547297408
7824,2562108628136656768
7828,348470423512182784
7829,4917817582047976192
7830,2589332879637571328
7855,405434609118418560
7860,2560723587082820096
7863,2571583703948525184
7875,5139138621198210176
7885,5021626735433963264
7892,5037819174455265280
7896,4955204619524252416
7910,96498367429628800
7917,5023682444219403648
7922,5037390914676216064
7924,350580833003011840
7930,91575682073264896
7935,2575303420504721664
7947,5023746215894206592
7966,96382678190372608
7978,4912580642524184960
7990,4718719219080249344
8007,2460446924038889216
8023,5011173644027838080
8033,2573404185966537984
8041,2587481714373211776
8043,301785537751949824
8047,2480095574783786880
8050,2463634236449054976
8051,2560771312759450496
8055,2561228365999122944
8070,512129087182637696
8073,2589053053928302848
8076,5025298142196613376
8096,305434885564019200
8099,2575235078985149184
8119,4630728155368146816
8121,5138856149789726336
8128,5012204607977938944
8146,291133503461339392
8147,4917576067446714880
8152,5140454049422547200
8159,95652018353917056
8161,2508712838798287104
8162,5010908833524169088
8176,4912884348251549824
8187,5025418263842016768
8192,4955280485826773376
8193,4911344344777752576
8197,2460409197046226176
8205,91275755916973440
8216,298436253534867840
8220,2460612469258254464
8221,95661570361204992
8222,4959055349762649472
8224,4630750764075939200
8232,4955948336060703488
8243,303622993480592768
8247,98401381538885248
8248,343909614918937728
8249,4960338857789245056
8250,4955262275165444864
8254,2568258643347130624
8266,302416210749574016
8275,2575383100738086656
8277,302833475412283648
8285,292358531213508352
8288,506485809392070016
8299,4698555000460199552
8311,291179335057417472
8319,2568311866581847680
8326,4941899463675968000
8330,5022633853723806464
8342,2575867160732150400
8346,5025366311917644416
8349,2505142930701520128
8351,4636682423148845952
8355,4954418503070049920
8360,2459342052291992064
8361,2460132463713337472
8374,4618319067137000576
8380,347407127048843648
8382,97993497084921984
8383,5135445155482731008
8391,4955728021419070720
8392,2512340162018120832
8395,5025812679278609920
8397,575808333887766912
8398,4959271163279358208
8399,91436215895144704
8426,2587946773432042240
8438,5142953960907318016
8439,5136099193102883584
8449,4913416099562779392
8451,5142954510663130880
8453,5018408018223085184
8467,2572280072765988736
8479,4954160903814645248
8493,5139447824484427904
8501,5017319806652067072
8507,5139449851708989824
8517,5025145172641472512
8524,2568377631121141632
8527,5011066407284528384
8534,4962011970890168960
8543,302447890428345088
8557,304089289489839488
8562,4940550809585599616
8582,504776790364530048
8587,2567552550723679232
8605,2512964925140800256
8623,4711753194442774912
8625,5019194718790952576
8631,4962481599793838208
8633,342402356275778944
8648,2567372505694711808
8651,2512469487777813376
8652,4638178201342974848
8654,92205869739023104
8676,5024084934194750464
8686,4636929126070613632
8687,4911846409274467584
8691,2460983348274381696
8694,4962737682923477248
8701,4630471793063461504
8706,5025459942204446336
8723,5024299338961939072
